label	tagged_in_context
not_propaganda	Beyond these <BOS> considerations, I <EOS> wish to express a personal concern I have about Mr. Ferrara's standing in the Catholic Church. 
not_propaganda	A representative for Southern New Hampshire University didn't immediately respond to INSIDER's <BOS> request for comment. <EOS> 
not_propaganda	Thus, it is very important to know that they prepared for the beginning of the Second Vatican Council for a century, <BOS> perhaps <EOS> two centuries! 
repetition	This whole idea of a two-state solution, <BOS> it doesn’t work <EOS>.” 
loaded_language	His presence on the boards of both organizations constitutes an <BOS> obscene travesty <EOS>. 
exaggeration,minimisation	Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was <BOS> weakness on a pathetic scale <EOS>), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression. 
not_propaganda	All seeking entry into the U.S. are urged to <BOS> present themselves <EOS> at an official Port of Entry. 
flag_waving	<BOS> Fifthly, a U.S. citizen who has committed NO CRIME is denied his Natural right of self-defense for a whole year. And the media report says the confiscations “only” last a year, with the caveat that they may be extended. Indeed. They could and very likely will be extended indefinitely <EOS>. 
not_propaganda	take our poll - story <BOS> continues <EOS> below 
not_propaganda	Because the disease can be spread easily through a cough or <BOS> sneeze, <EOS> experts are fearful. 
appeal_to_fear_prejudice	Pope Pius VI said during the French Revolution that <BOS> if the Church continues to remain under the influence of the prince of the revolution, then, in the future a crisis will come upon the Church <EOS>. 
not_propaganda	I still haven’t found anyone with an identity card in the Vatican <BOS> with <EOS> “gay” on it. 
loaded_language	Democratic Illinois Rep. Danny Davis thinks Nation of Islam leader Louis Farrakhan, a notorious racist and anti-Semite, does “outstanding work” but doesn’t agree with Farrakhan’s positions that <BOS> white people are “devils” and Jewish people are satanic <EOS>. 
exaggeration,minimisation	All too often, all you need is some statistics software (or its online equivalent), a politically correct premise and <BOS> absolute ignorance <EOS>. 
causal_oversimplification	"<BOS> What you want to do is destroy this guy's life, hold this seat open, and hope you win in 2020 <EOS>," Graham blasted Democrat Senators on the committee. 
not_propaganda	The accuser’s name is Christine Blasey Ford, a registered Democrat who is currently <BOS> a <EOS> California professor teaching clinical psychology. 
flag_waving	“The U.S. Conference of Mayors will continue doing everything in our power to keep our communities safe so that children and families are able to live free of the fear of being gunned down.” St. Louis Mayor Lyda Krewson said the new resolutions show mayors will “lead the way in solving <BOS> our <EOS> gun violence crisis.” “We wouldn’t be doing our jobs as mayors if we weren’t focusing on gun violence — an issue that threatens the public safety of every community, big and small,” she said. 
appeal_to_fear_prejudice	He explained <BOS> such a “blessing” would encourage people to continue living in a way the Church considers gravely sinful and spiritually damaging, and therefore would be uncharitable <EOS>. 
not_propaganda	The text messages are to be released “without redaction,” and those include messages from Ohr, Strzok, Lisa Page, former FBI Director James Comey, and former FBI Deputy <BOS> Director <EOS> Andrew McCabe. 
causal_oversimplification	Except for one thing: <BOS> The communist part and the nuclear-war part were concocted. That was all part of the plan <EOS>. 
not_propaganda	“[H]is ambassador in Chile had tried to find a <BOS> way to contain the damage well before the case made <EOS> headlines.” 
not_propaganda	Sanctity of life will be held in derision even by those who <BOS> outwardly profess it, for in those days Our Lord Jesus Christ will send them, not a true Pastor, <EOS> but a destroyer.” [paragraph breaks added] 
not_propaganda	They Are Coming: Migrant <BOS> Caravan Resumes March to <EOS> US Border (Video) 
doubt	<BOS> But recent abuse-related scandals, from Chile to Australia, have reopened wounding questions about accountability and whether church officials are still covering up crimes at the highest levels <EOS>. 
not_propaganda	Rep. Danny Davis, after defending Farrakhan, now <BOS> has a statement condemning him. <EOS> 
doubt	<BOS> So seriously that J Street can't decide <EOS> what to do about a politician who defends a Hitler-lover and raises the Jewish Question. 
exaggeration,minimisation	“We elected you to make reforms, not <BOS> to smash everything!” <EOS> Thus is Cardinal Leonardi Sandri, a fellow Argentinian and a supporter of Pope Francis at the conclave of 2013, reliably reported literally to have screamed at Pope Francis behind closed doors in the Vatican. 
not_propaganda	Scientists believe Ebola is most often passed to humans by fruit bats, however porcupines, gorillas, antelope and chimpanzees could also <BOS> be <EOS> carriers. 
name_calling,labeling	<BOS> The Dems <EOS> know that most Republicans come to this conflict with the huge disadvantage that results from accepting your opponent’s dubious ideology and dishonest narrative. 
not_propaganda	|Posted by b on November 29, 2018 at 10:23 AM || <BOS> Permalink <EOS> |
appeal_to_fear_prejudice	U.S. District Judge Patti Saris in Boston <BOS> expressed concern the Indonesians could be deported before their administrative appeals were finished, given their claims they could face religious persecution in the world’s largest majority-Muslim nation <EOS>. 
not_propaganda	Among the guidelines was <BOS> a restriction of one question per reporter, with follow-ups allowed <EOS> at the discretion of the president or the White House official at the lectern. 
appeal_to_fear_prejudice	<BOS> Silence at best is the price it must pay for remaining in good standing with the pro-homosexual bishop Francis has installed in San Diego.) <EOS> 
name_calling,labeling	<BOS> Converts to the prevailing conciliar religion and its “New Pentecost <EOS>” would in fact argue in this wise, perhaps citing the Council’s famous declaration in Gaudium et Spes that, “Thanks to the experience of past ages ...the nature of man himself is more clearly revealed and new roads to truth are opened,” and the world now has “a keener awareness of human dignity” ( 44, 73). 
not_propaganda	Jamie Glazov holds a Ph.D. in <BOS> History with a specialty in Russian, U.S. and Canadian <EOS> foreign policy. 
not_propaganda	The <BOS> CIA’s ground? <EOS> 
not_propaganda	What’s most difficult for us is we can’t even email the HOLA list to reach our community and discuss what this means for us because we know <BOS> that apparently some may actually be Trump <EOS> supporters. 
not_propaganda	Health care systems like that of the UK have government regulatory boards giving out “guidelines” to determine in a uniform way how health care resources <BOS> are <EOS> allocated. 
not_propaganda	Haig is a 55-year-old aerospace engineer who sold ammunition as a <BOS> hobby for <EOS> about 25 years. 
not_propaganda	Kristian Saucier, who served a year in federal <BOS> prison for taking photos of classified sections of the submarine on which he worked, says he was subject <EOS> to unequal protection of the law. 
exaggeration,minimisation	Martin thus revels in smug certitude that the future of the universal Church is in the hands of <BOS> legions of intrinsically disordered homosexual bishops and priests <EOS> and their homosexual successors, who will perpetuate an existing worldwide homosexual network, and that there is absolutely nothing we can or should do about it. 
